status,title,mal_score,mal_ranking,num_chap,mal_popularity,num_vol,authors,mal_url
Finished,Bokki Suru no wa Anata dake! Onna Kyoushi-tachi ni Nichijouteki ni Tanetsuke Jugyou wo Ukeru Gakuen Seikatsu,7.00,N/A,6,37768,1,"Kitahara,Minoru|Miel|T-28",https://myanimelist.net/manga/100402/Bokki_Suru_no_wa_Anata_dake_Onna_Kyoushi-tachi_ni_Nichijouteki_ni_Tanetsuke_Jugyou_wo_Ukeru_Gakuen_Seikatsu
Finished,Boku dake no Kunoichi Shimai,N/A,N/A,6,37541,1,"Hazawa,Kouichi|Ariko,Youichi",https://myanimelist.net/manga/73337/Boku_dake_no_Kunoichi_Shimai
Finished,Boin ni Kakero!,N/A,N/A,Unknown,37545,1,"Senbata,Rou|Fukamachi,Kaoru|Interheart",https://myanimelist.net/manga/73807/Boin_ni_Kakero
Finished,Gakuen wo Sukuu no wa Harem Seitokai,5.50,N/A,8,33685,1,"Aiuchi,Nano|108-Gou",https://myanimelist.net/manga/57749/Gakuen_wo_Sukuu_no_wa_Harem_Seitokai
Finished,Tsuchi Zokusei wa Date ja Nai!,7.60,21115,Unknown,33376,7,"Yasaka,Minato|Habara,Tetsu",https://myanimelist.net/manga/64939/Tsuchi_Zokusei_wa_Date_ja_Nai
Finished,Watashitachi to Issho nara Sekai Saikyou Ikechaimasu yo?,10.00,29993,5,33572,1,"Oryou|Fukuyama,Harushi",https://myanimelist.net/manga/108280/Watashitachi_to_Issho_nara_Sekai_Saikyou_Ikechaimasu_yo
Finished,Room No.1301,6.80,21805,41,33403,11,"Arai,Teru|Sacchi",https://myanimelist.net/manga/72361/Room_No1301
Publishing,Ore ga Inmajutsu de Dorei Harem wo Tsukuru Hanashi,10.00,26793,Unknown,33532,Unknown,Homare|Kuromizuhebi,https://myanimelist.net/manga/98432/Ore_ga_Inmajutsu_de_Dorei_Harem_wo_Tsukuru_Hanashi
Finished,Onnanoko wa Yasashikute Kawaii Mono dato Kangaeteita Jiki ga Ore ni mo Arimashita,8.50,23338,Unknown,33445,3,"Mofu|Nimaru,Shuichi",https://myanimelist.net/manga/85553/Onnanoko_wa_Yasashikute_Kawaii_Mono_dato_Kangaeteita_Jiki_ga_Ore_ni_mo_Arimashita
Finished,Namaiki Delation: Hitotsuki Goto ni Dereru Saikyou Otome Nagisa,10.00,N/A,Unknown,33396,1,Ricotta|Syroh|Madosoft,https://myanimelist.net/manga/70915/Namaiki_Delation__Hitotsuki_Goto_ni_Dereru_Saikyou_Otome_Nagisa
Publishing,"Maou ni Natte node, Dungeon Tsukutte Jingai Musume to Honobono suru",N/A,30530,Unknown,33576,Unknown,"Dabu,Ryuu|Ryuuyuu",https://myanimelist.net/manga/110329/Maou_ni_Natte_node_Dungeon_Tsukutte_Jingai_Musume_to_Honobono_suru
Finished,Neko☆Koi! Nekogami-sama to Nekomimi no Tatari,N/A,N/A,Unknown,33421,1,"Whirlpool|Shinonome,Kazuhiko|Nishimura,Yuuichi",https://myanimelist.net/manga/76511/Neko☆Koi_Nekogami-sama_to_Nekomimi_no_Tatari
Finished,Mahou Kishi Pure Knights: Kyokon ni wa Katenakatta no Otome no Ana Sasagemasu♪ Seigi no Heroine wa Haramase Harem Niku Benki♪,8.00,N/A,Unknown,33448,1,"Kurotaki,Shiyu|Ishii,Akira|Miel",https://myanimelist.net/manga/85844/Mahou_Kishi_Pure_Knights__Kyokon_ni_wa_Katenakatta_no_Otome_no_Ana_Sasagemasu♪_Seigi_no_Heroine_wa_Haramase_Harem_Niku_Benki♪
Finished,Gakuen Succubus Panic Oshiete Taima Sensei,4.00,N/A,6,33359,1,"Aoi,Manabu|Sakai,Hitoshi",https://myanimelist.net/manga/60047/Gakuen_Succubus_Panic_Oshiete_Taima_Sensei
Finished,Maid Sanshimai: Chuusei no Cerberus,8.50,N/A,8,33382,1,"Tateha|Uehara,Ryou",https://myanimelist.net/manga/66957/Maid_Sanshimai__Chuusei_no_Cerberus
Finished,Daisuke!: Crown & Anchor,5.00,23371,6,33785,1,"Kirishima,Sou",https://myanimelist.net/manga/85801/Daisuke__Crown___Anchor
Finished,Kuchita Kami e no Fantasia,8.00,20160,20,33350,4,"Uchida,Shun|Suzuri",https://myanimelist.net/manga/56205/Kuchita_Kami_e_no_Fantasia
Finished,Fuhoni dakedo Harem desu. Tadashi Net ni Kagiru,10.00,20299,Unknown,33353,3,"Fushimi,Hiroyuki|Nimura,Yuuji",https://myanimelist.net/manga/57207/Fuhoni_dakedo_Harem_desu_Tadashi_Net_ni_Kagiru
Finished,Harem Seishoukan kara Hitori wo Kimete!,2.00,N/A,10,33438,1,"Aiuchi,Nano|Narusawa,Sora",https://myanimelist.net/manga/83361/Harem_Seishoukan_kara_Hitori_wo_Kimete
Finished,Henshin!!! Pantsu ni Natte Kunkun Peropero,9.00,N/A,Unknown,33395,1,"Akaza|May-Be Soft|Yuizaki,Akihito",https://myanimelist.net/manga/69927/Henshin_Pantsu_ni_Natte_Kunkun_Peropero
Finished,Hotch Kiss,8.00,22160,6,33414,1,"Akemi,Mikoto|Nozomi,Tsubame|Giga|Genjin",https://myanimelist.net/manga/75539/Hotch_Kiss
Publishing,Chouchou Jiken,8.67,30558,Unknown,33897,Unknown,"Shouoto,Aya",https://myanimelist.net/manga/110403/Chouchou_Jiken
Finished,Bishoujo Maou Kouho to Nakadashi Seikatsu Hajimemashita.,3.00,N/A,5,33529,1,"Noto,Kurumi|Sankichi",https://myanimelist.net/manga/98227/Bishoujo_Maou_Kouho_to_Nakadashi_Seikatsu_Hajimemashita
Finished,"Zenryaku Yuusha-sama, Maou ga Koutsuu Jiko de Nakunarimashita",7.75,20820,7,33039,1,"Narumi,Suzune|Kodou,Kuuji",https://myanimelist.net/manga/61991/Zenryaku_Yuusha-sama_Maou_ga_Koutsuu_Jiko_de_Nakunarimashita
Finished,Ore no Pet Life ga Harem ni Mieru Dato?,8.00,20685,Unknown,33035,2,"Okayu,Masaki|Ueshita",https://myanimelist.net/manga/60859/Ore_no_Pet_Life_ga_Harem_ni_Mieru_Dato
Finished,Saikyou Saiaku no Yuusha-sama,10.00,28076,24,33219,2,saraki|Haikagura,https://myanimelist.net/manga/102863/Saikyou_Saiaku_no_Yuusha-sama
Finished,Nise Yuusha Quest: Toaru Murabito no Kakusei,8.00,24095,7,33141,1,"Kuon,Kudoo|Denchuubou",https://myanimelist.net/manga/88069/Nise_Yuusha_Quest__Toaru_Murabito_no_Kakusei
Finished,"Ore wa Tsuma Killer: Tsuma 5-nin, Musume 5-nin, Oyakodon Okawari!",3.00,N/A,Unknown,33070,1,"Mochizuki,Nozomu|Tanaka,Tama|OLE-M",https://myanimelist.net/manga/73081/Ore_wa_Tsuma_Killer__Tsuma_5-nin_Musume_5-nin_Oyakodon_Okawari
Finished,Triple Ohimesama ga Maid ni Natte Gohoushi Wars na Ken,5.00,N/A,7,38532,1,"Fudematsuri,Kyousuke|Satsuki,Misuzu",https://myanimelist.net/manga/75411/Triple_Ohimesama_ga_Maid_ni_Natte_Gohoushi_Wars_na_Ken
Finished,Triple Ojousama to Omiai shite Onedari Haramase na Ken,7.00,N/A,7,38533,1,"Fudematsuri,Kyousuke|Watsuki,Rumi",https://myanimelist.net/manga/75419/Triple_Ojousama_to_Omiai_shite_Onedari_Haramase_na_Ken
Finished,Shakaiteki ni wa Shindemo Kimi wo!,9.00,21838,30,38510,3,"Akeboshi,Kagayo|Ichinichi,Senji",https://myanimelist.net/manga/72763/Shakaiteki_ni_wa_Shindemo_Kimi_wo
Finished,Sekai wo Sukuu no wa Harem Party,N/A,N/A,Unknown,38504,1,"Aiuchi,Nano|Noto,Kurumi",https://myanimelist.net/manga/71555/Sekai_wo_Sukuu_no_wa_Harem_Party
Finished,Saikyou Ojousama Seitokai no Tadashii Kaikata Sodatekata,N/A,N/A,7,38671,1,"Aizawa,Hiroshi|Noyama,Fuuichirou",https://myanimelist.net/manga/90460/Saikyou_Ojousama_Seitokai_no_Tadashii_Kaikata_Sodatekata
Finished,Ryuu Ouji no Harem Tower: Yome Dragon wo Konpu shite Saikyou Shinka wo Mezashimasu,N/A,N/A,Unknown,38818,1,"Giuniu|Akatsuki,Touwa",https://myanimelist.net/manga/105640/Ryuu_Ouji_no_Harem_Tower__Yome_Dragon_wo_Konpu_shite_Saikyou_Shinka_wo_Mezashimasu
Finished,Sekai de Ichiban Dame na Koi: Enshou Kobanashi,N/A,N/A,Unknown,38592,1,"Mikoshi,Matsuri|Hermit|Utadori",https://myanimelist.net/manga/83075/Sekai_de_Ichiban_Dame_na_Koi__Enshou_Kobanashi
Finished,"Seigi no Sentai Hero Uchi de Tada Hitori no Otoko, Red no Kunou",8.50,26974,20,38758,2,"Amasa,Hikae|Horiayu",https://myanimelist.net/manga/99328/Seigi_no_Sentai_Hero_Uchi_de_Tada_Hitori_no_Otoko_Red_no_Kunou
Finished,Princess Bride,8.00,N/A,Unknown,38566,1,"Miyama-Zero|130cm|Itou,Itsuki",https://myanimelist.net/manga/78593/Princess_Bride
Finished,Sarasara Sasara,N/A,N/A,Unknown,38590,1,"Kazumi,Yoshiyuki|Atelier Kaguya|Noyama,Fuuichirou|Kaoru.|Bonza",https://myanimelist.net/manga/82877/Sarasara_Sasara
Finished,Otaku na Miko-san wa Iya desu ka?,5.00,N/A,7,38426,1,"Yoshi,Hyuuma|089,Tarou",https://myanimelist.net/manga/61331/Otaku_na_Miko-san_wa_Iya_desu_ka
Finished,Otomiko! Boku wa Otoko no Miko Musume,8.50,20706,10,38423,1,"Oozora,Itsuki|Ookuma,Tanuki",https://myanimelist.net/manga/61055/Otomiko_Boku_wa_Otoko_no_Miko_Musume
Finished,Pinion!,7.50,20962,24,38443,4,"Higuchi,Tsukasa|Takaharu",https://myanimelist.net/manga/63567/Pinion
Finished,Ore ni Kanojo ga Dekite kara Imouto-tachi no Yousu ga Okashii!?,N/A,N/A,7,38763,1,"Interheart|Kinugasa,Yuuichi|Tachibana,Tora",https://myanimelist.net/manga/99551/Ore_ni_Kanojo_ga_Dekite_kara_Imouto-tachi_no_Yousu_ga_Okashii
Finished,Oneesan Days: Ojousama to Maid-tachi no Yuuwaku,2.00,N/A,6,38424,1,"KEN+|Kanzaki,Misora",https://myanimelist.net/manga/61219/Oneesan_Days__Ojousama_to_Maid-tachi_no_Yuuwaku
Finished,Ojousama Gakkou de Haramase Houdai!,6.00,N/A,7,38581,1,"Ichiyou,Moka|Yamaguchi,Akira",https://myanimelist.net/manga/81061/Ojousama_Gakkou_de_Haramase_Houdai
Finished,Ojousama to Oneechan to Osananajimi ni Kokuhaku sarete Yakimochi Shuraba na Ken,5.00,N/A,8,38531,1,"Fudematsuri,Kyousuke|Kazunari",https://myanimelist.net/manga/75213/Ojousama_to_Oneechan_to_Osananajimi_ni_Kokuhaku_sarete_Yakimochi_Shuraba_na_Ken
Finished,Natsuyume Nagisa,8.00,N/A,Unknown,38530,1,"Shimazu,Izumi|Saga Planets|Kozakura,Ryou",https://myanimelist.net/manga/74817/Natsuyume_Nagisa
Finished,Ojousama Versus Ojousama,5.00,N/A,12,38445,2,"Shinbo,Tamaran|Ibuki,Yasurou",https://myanimelist.net/manga/63709/Ojousama_Versus_Ojousama
Publishing,Ore ga Seijo-tachi wo Dorei ni Shinagara Maou wo Mezasu Hanashi,10.00,28697,Unknown,38810,Unknown,Homare|Kuromizuhebi,https://myanimelist.net/manga/105144/Ore_ga_Seijo-tachi_wo_Dorei_ni_Shinagara_Maou_wo_Mezasu_Hanashi
Finished,Mumasete yo Ore no Seigi,6.00,N/A,Unknown,38418,4,"Kagami,Hiroyuki|Tooya,Daisuke",https://myanimelist.net/manga/60337/Mumasete_yo_Ore_no_Seigi
Finished,Mote? Mote!,8.00,20964,36,38444,8,"Kyogoku,Shin|Nagano,Masaki",https://myanimelist.net/manga/63585/Mote_Mote
Finished,Milk Idol: Ichaicha Nyu~ Live,N/A,N/A,8,38579,1,"Kanzaki,Misora|Sakurano,Tsuyu",https://myanimelist.net/manga/80663/Milk_Idol__Ichaicha_Nyu_Live
Finished,Minarai Shota Kishi no Harem Gakuen Seikatsu,6.00,N/A,7,38635,1,"Kimoriyama,Suido|Zephid",https://myanimelist.net/manga/87710/Minarai_Shota_Kishi_no_Harem_Gakuen_Seikatsu
Finished,Milk Gakuen SS: Nangoku Icha Love Nyu~ Beach,N/A,N/A,7,38552,1,"Kanzaki,Misora|FCT",https://myanimelist.net/manga/76841/Milk_Gakuen_SS__Nangoku_Icha_Love_Nyu_Beach
Finished,Minarai Maid Sisters,N/A,N/A,7,38453,1,"Nemigi,Tsukasa|Okashita,Makoto",https://myanimelist.net/manga/64233/Minarai_Maid_Sisters
Finished,Miko Neko Biyori,2.00,N/A,8,38437,1,"Hinata,Momo|Fudematsuri,Kyousuke",https://myanimelist.net/manga/62595/Miko_Neko_Biyori
Finished,Maou to Kozukuri♥,N/A,N/A,7,38588,1,"Aizawa,Hiroshi|Yamaguchi,Akira",https://myanimelist.net/manga/82523/Maou_to_Kozukuri♥
Finished,Manager no M wa Do M no M!,10.00,23113,8,38595,1,"Ameno,Aria|kanata",https://myanimelist.net/manga/83477/Manager_no_M_wa_Do_M_no_M
Finished,Majodou: Ano Chirigiwa no Utsukushisa,8.00,N/A,Unknown,38491,1,"Toshihide,Sano|Fuse,Haruka|Good Job?",https://myanimelist.net/manga/68613/Majodou__Ano_Chirigiwa_no_Utsukushisa
Finished,Majo Love,N/A,N/A,7,38446,1,"SAIPACo.|Ibuki,Yasurou",https://myanimelist.net/manga/63741/Majo_Love
Finished,Maid-san to Ookina Ken,N/A,N/A,Unknown,38493,1,"Akaza|Fuse,Haruka|May-Be Soft",https://myanimelist.net/manga/68649/Maid-san_to_Ookina_Ken
Finished,Maid in Battle!,N/A,N/A,6,38612,1,"Yoshikazu,Miwa|Yamaguchi,Akira",https://myanimelist.net/manga/86065/Maid_in_Battle
Finished,Majo ni Touch!,7.67,21179,27,38466,3,"Kurikara|Kagami,Hiroyuki",https://myanimelist.net/manga/65717/Majo_ni_Touch
Finished,"Maid de, Gimai de, Sanshimai!?",7.00,N/A,7,38475,1,"Sumeragi,Kohaku|Uehara,Ryou",https://myanimelist.net/manga/67161/Maid_de_Gimai_de_Sanshimai
Finished,Love♥Para: Love Heart Paradise,4.00,N/A,4,38419,1,"Kagura,Youko|Togami,Masaki",https://myanimelist.net/manga/60639/Love♥Para__Love_Heart_Paradise
Finished,Love Bind,N/A,N/A,Unknown,38490,1,"Fuse,Haruka|13cc|Hougetsu,Yuu",https://myanimelist.net/manga/68527/Love_Bind
Finished,Isekai ni Tensei shita Ore wa Saijoukyuu no Onna-tachi wo Atsumete Mita!,N/A,N/A,6,38720,1,"Naruse,Mamoru|Suzukaze,Fuurin",https://myanimelist.net/manga/94459/Isekai_ni_Tensei_shita_Ore_wa_Saijoukyuu_no_Onna-tachi_wo_Atsumete_Mita
Finished,Imouto Scramble,6.00,N/A,4,38413,1,"Karino,Kei|Miyatsuki,Itsuka",https://myanimelist.net/manga/59635/Imouto_Scramble
Finished,Imouto Lesson: Koko wa Otome no Sono,N/A,N/A,9,38442,1,"Mikeou|Yamaguchi,Shouichi",https://myanimelist.net/manga/63451/Imouto_Lesson__Koko_wa_Otome_no_Sono
Finished,Imouto wa Onsen Okami!,N/A,N/A,7,38508,1,"Inagaki,Miiko|Tachibana,Shinji",https://myanimelist.net/manga/72477/Imouto_wa_Onsen_Okami
Finished,Imouto Collection,6.00,N/A,6,38582,1,"Sikorsky|Senbiki,Yabou",https://myanimelist.net/manga/81311/Imouto_Collection
Finished,Icha-Pri: Akogare no Himekishi-sama to Love Shugyou,N/A,N/A,8,38553,1,"Kanzaki,Misora|Satsuki,Misuzu",https://myanimelist.net/manga/76895/Icha-Pri__Akogare_no_Himekishi-sama_to_Love_Shugyou
Finished,Houkago Quartet,7.50,21208,Unknown,38467,3,"Zerokichi|Takagi,Kouichi",https://myanimelist.net/manga/65875/Houkago_Quartet
Finished,Houkago Festival: Maid de Gakuensai,N/A,N/A,6,38435,1,"Ninoko|Yamamoto,Saki",https://myanimelist.net/manga/62045/Houkago_Festival__Maid_de_Gakuensai
Finished,Himekami,8.00,20552,19,38412,3,"Yasuyuki|Hoshiie,Nako",https://myanimelist.net/manga/59629/Himekami
Finished,Harem Quest: Maou to Kenja to Senshi to Love Bouken!,2.00,N/A,7,38473,1,"Mikazuki,Kougetsu|Amakawa,Akito",https://myanimelist.net/manga/66829/Harem_Quest__Maou_to_Kenja_to_Senshi_to_Love_Bouken
Finished,Harem Students,5.00,N/A,6,38506,1,"Arai,Nobu|Takeuchi,Ken",https://myanimelist.net/manga/72169/Harem_Students
Finished,Harem Masquerade,3.00,N/A,6,38578,1,"Takeuchi,Ken|Sorai,Shinya",https://myanimelist.net/manga/80661/Harem_Masquerade
Finished,Harem of Fantasy Shoukan: Gunshi to Senki,8.00,N/A,6,38650,1,"Kimizuka,Aoi|Uehara,Ryou",https://myanimelist.net/manga/88683/Harem_of_Fantasy_Shoukan__Gunshi_to_Senki
Finished,Harem Fighter,N/A,N/A,6,38420,1,"Asanuma,Katsuaki|Takeuchi,Ken",https://myanimelist.net/manga/60741/Harem_Fighter
Finished,Harem General,3.00,N/A,11,38431,2,"Kanna|Takeuchi,Ken",https://myanimelist.net/manga/61763/Harem_General
Finished,Harem Colosseum,N/A,N/A,6,38576,1,"Asanuma,Katsuaki|Takeuchi,Ken|Suterii",https://myanimelist.net/manga/80087/Harem_Colosseum
Publishing,Hakushaku-ke Jochuu Den,N/A,N/A,Unknown,38715,Unknown,"Minakuchi,Takashi|Tenkawa,Fusui",https://myanimelist.net/manga/94042/Hakushaku-ke_Jochuu_Den
Finished,Gakuen Maimu Maimu: Danshi Seito wa Boku Hitori!?,2.00,N/A,7,38422,1,"Sakuya,Tsuitachi|Ookuma,Tanuki",https://myanimelist.net/manga/60961/Gakuen_Maimu_Maimu__Danshi_Seito_wa_Boku_Hitori
Finished,Gemani.,8.00,25147,28,38686,2,"Mahan.|Akisaka,Asahi",https://myanimelist.net/manga/92327/Gemani
Finished,Futagohime no Kanon,5.00,N/A,19,38417,2,"Sakaki,Kasa|Kirisawa,Tokito",https://myanimelist.net/manga/60319/Futagohime_no_Kanon
Finished,Yureru Bus Guide: Oppai ga Ippai,N/A,N/A,Unknown,38004,1,"Ryuuga,Shou|Taniguchi,Tougo|Waffle",https://myanimelist.net/manga/69495/Yureru_Bus_Guide__Oppai_ga_Ippai
Finished,Evergreen: Boku no Yonshimai,N/A,N/A,8,38513,1,"Hatsuki,Kyou|Tachibana,Shinji",https://myanimelist.net/manga/72917/Evergreen__Boku_no_Yonshimai
Finished,Ero Smash!,8.00,N/A,Unknown,38560,1,"Blue Gale|Saeki,Hokuto|Mochizuki,Jet",https://myanimelist.net/manga/77405/Ero_Smash
Finished,Elf Yome to Tsukuru Isekai Harem! Ore no Yome wa Zenin Elf!?,8.00,N/A,Unknown,38791,1,"Aiuchi,Nano|Kichi,Hachi",https://myanimelist.net/manga/102815/Elf_Yome_to_Tsukuru_Isekai_Harem_Ore_no_Yome_wa_Zenin_Elf
Finished,Ruu to Yoiko no Akutou Kagyou,9.00,25066,25,38176,3,"Aoi,Kumiko|Fujitani,Aru",https://myanimelist.net/manga/92070/Ruu_to_Yoiko_no_Akutou_Kagyou
Finished,Shojo no Shimobe-kun♪,5.00,N/A,Unknown,38001,1,"Ryuuki,Yumi|Yozorano,Neko|Lilith Soft",https://myanimelist.net/manga/69055/Shojo_no_Shimobe-kun♪
Finished,Tensei Ryoushuu no Saimin Harem Oukoku,N/A,N/A,7,38263,1,"HIMA|Akatsuki,Touwa",https://myanimelist.net/manga/100821/Tensei_Ryoushuu_no_Saimin_Harem_Oukoku
Finished,Shoushika Taisaku de Nakadashi Kyokashou wo Itadakimashita,N/A,N/A,6,38200,1,"Mucha|Utano,Hakase",https://myanimelist.net/manga/93778/Shoushika_Taisaku_de_Nakadashi_Kyokashou_wo_Itadakimashita
Finished,Remote Control de Omoidoori! Imouto mo Osananajimi mo Sensei mo Ojousama datte,N/A,N/A,7,38044,1,"Satou,Satoru|Tanuma,Junichi",https://myanimelist.net/manga/75965/Remote_Control_de_Omoidoori_Imouto_mo_Osananajimi_mo_Sensei_mo_Ojousama_datte
Finished,Rinka to Mukai no Monjirizuma-tachi,4.00,N/A,7,37995,1,"Anno,Otohito|Yukihiro,Misaki",https://myanimelist.net/manga/68009/Rinka_to_Mukai_no_Monjirizuma-tachi
Finished,Galzoo Island: Sapphire,6.00,N/A,Unknown,38019,1,"Yameta,Takashi|AliceSoft|Mutou,Kurihito|Takahashi,Kousei",https://myanimelist.net/manga/72179/Galzoo_Island__Sapphire
Finished,"Isekai Kagiya to Teisoutai: Asoko no Kagiana, Kaijoushimasu",10.00,29846,7,38305,1,"Tanaka,Tama|Hachinatsu",https://myanimelist.net/manga/107723/Isekai_Kagiya_to_Teisoutai__Asoko_no_Kagiana_Kaijoushimasu
Finished,Riajuu Saimin,N/A,N/A,6,37508,1,"Fuse,Haruka|Fusataka,Shikibu|C:drive",https://myanimelist.net/manga/68465/Riajuu_Saimin
Finished,Colorful Kiss: 12 Ko no Mune Kyun!,5.00,N/A,Unknown,38525,1,"Okada,Runa|Yameta,Takashi|Giga|Sagisawa,Anzu",https://myanimelist.net/manga/74305/Colorful_Kiss__12_Ko_no_Mune_Kyun
Finished,"Yuusha Toshite Shoukan sareta kedo, Harem Tsukutte Slow Life wo Okurimasu",5.50,N/A,6,37268,1,"Nanahara,Fuyuki|Suzukaze,Fuurin",https://myanimelist.net/manga/99550/Yuusha_Toshite_Shoukan_sareta_kedo_Harem_Tsukutte_Slow_Life_wo_Okurimasu
Finished,Waru Puru Kiss!,10.00,20968,21,37042,3,"Nilitsu|Uchiyama,Yasujirou",https://myanimelist.net/manga/63601/Waru_Puru_Kiss
Finished,Wagamama Princess Knight,N/A,N/A,9,37041,1,"Noritama|Tomomiya,Iiroku",https://myanimelist.net/manga/63541/Wagamama_Princess_Knight
Finished,Tsuno Ari!,8.00,20914,12,37040,4,"Achi,Tarou|Narumi,Yuu",https://myanimelist.net/manga/63195/Tsuno_Ari
Finished,Utau Shoujo no Full Score,8.50,20146,35,36997,7,"Tanihara,Natsuki|Ameno,Chihare",https://myanimelist.net/manga/56073/Utau_Shoujo_no_Full_Score
Finished,Prism Rhythm,8.00,N/A,Unknown,37118,1,"Tanihara,Natsuki|Ricotta|Lump of Sugar|Sesena,Yau",https://myanimelist.net/manga/77743/Prism_Rhythm
Finished,Sekai no Onago wa Ore no Mono: ※Tadashi Bishoujo ni Kagiru,10.00,23094,7,37146,1,"Fujisaki,Yuki|Karasuma,Yayoi",https://myanimelist.net/manga/83399/Sekai_no_Onago_wa_Ore_no_Mono__※Tadashi_Bishoujo_ni_Kagiru
Finished,Seisai no Za wa Watasanai!,10.00,22235,7,37108,1,"Amakusa,Shiro|Homare",https://myanimelist.net/manga/76107/Seisai_no_Za_wa_Watasanai
Finished,Tsun-Ahe Harem: Houkago Ikigao Satsueikai,7.00,N/A,9,37063,1,"Uehara,Ryou|Mizushima,Oonari",https://myanimelist.net/manga/67001/Tsun-Ahe_Harem__Houkago_Ikigao_Satsueikai
Finished,Solomon no Shihen,8.50,20721,Unknown,37028,3,"Amajio,Komeko|HALO",https://myanimelist.net/manga/61201/Solomon_no_Shihen
Finished,Shamanic Harem,6.00,N/A,6,37015,1,"Karino,Kei|Ninoko",https://myanimelist.net/manga/59825/Shamanic_Harem
Finished,Owa Rande!,9.50,24909,27,37202,4,"Ichiri|Kamiaki,Masafumi",https://myanimelist.net/manga/91205/Owa_Rande
Finished,Oshioki Sweetie: Koisuru Oneesan wa Urahara desu,N/A,N/A,8,37095,1,"Fukamachi,Kaoru|INO|Hadashi Shoujo",https://myanimelist.net/manga/73661/Oshioki_Sweetie__Koisuru_Oneesan_wa_Urahara_desu
Finished,Sei Dorei Gakuen,7.00,N/A,7,37076,1,"Arisugawa,Yuuna|Liquid|Hikage,Eiji",https://myanimelist.net/manga/69345/Sei_Dorei_Gakuen
Finished,Oshikake Maid-tai,5.33,N/A,14,36995,2,"Shinano,Yura|Shinji,Mao",https://myanimelist.net/manga/55189/Oshikake_Maid-tai
Finished,Ore no Onshi wa Kuso Bitch,5.50,N/A,Unknown,37199,1,"Midorigi,Mura|Harukaze,Shiori|Dieselmine",https://myanimelist.net/manga/90830/Ore_no_Onshi_wa_Kuso_Bitch
Finished,Oneechan no Otouto-kun♥,7.50,21329,7,37062,1,"Shigunyan|Shinji,Mao",https://myanimelist.net/manga/66955/Oneechan_no_Otouto-kun♥
Finished,Ojousama wa Himitsu no Idol!,N/A,N/A,7,37013,1,"Kusakami,Akira|Araoshi,Yuu",https://myanimelist.net/manga/59623/Ojousama_wa_Himitsu_no_Idol
Finished,Love Kami,5.00,N/A,Unknown,37123,1,"Pulltop|Motoi,Ayumu|Saeki,Hajime|Yashima,Takahiro",https://myanimelist.net/manga/78327/Love_Kami
Finished,Ojousama Maid-bu Boku ga Komon de Goshujinsama!?,4.00,N/A,7,37027,1,"Takahama,Tarou|Ookuma,Tanuki",https://myanimelist.net/manga/61083/Ojousama_Maid-bu_Boku_ga_Komon_de_Goshujinsama
Finished,Mononofu Girls,6.33,N/A,13,37033,2,"Aoi,Muramasa|Amakusa,Tobari",https://myanimelist.net/manga/61721/Mononofu_Girls
Finished,"Mizumoto Tsukasa Sensei no ""Ecchi"" wo Oboeru Otona no Seikyouiku Lesson!!",8.00,N/A,Unknown,37101,1,"Shimazu,Izumi|Squeez|Araiguma",https://myanimelist.net/manga/74911/Mizumoto_Tsukasa_Sensei_no_Ecchi_wo_Oboeru_Otona_no_Seikyouiku_Lesson
Finished,Kyonyuu Reijou MC Gakuen: Sennou Harem Kyouka Keikaku,6.00,N/A,6,37325,1,"Fuse,Haruka|Lune|Skyhouse",https://myanimelist.net/manga/108384/Kyonyuu_Reijou_MC_Gakuen__Sennou_Harem_Kyouka_Keikaku
Finished,Mashikan! Otome-tachi wa Mahou Shikan,8.00,N/A,8,37044,1,"Shinano,Yura|Anno,Otohito",https://myanimelist.net/manga/63833/Mashikan_Otome-tachi_wa_Mahou_Shikan
Finished,Mahou Shoujo no Sodatekata Oniichan wa Hi-Potion,8.00,N/A,5,37020,1,"Kagura,Youko|Aida,Takanobu",https://myanimelist.net/manga/60649/Mahou_Shoujo_no_Sodatekata_Oniichan_wa_Hi-Potion
Finished,Magical Witch Sisters,3.00,N/A,7,37032,1,"Aoi,Muramasa|Kurihito|Hota.",https://myanimelist.net/manga/61701/Magical_Witch_Sisters
Finished,"Kyousei Hatsujou! Imouto no Kaihatsu Shita Himitsu Dougu de Osananajimi, Sensei, Idol wo......",N/A,N/A,6,37139,1,"Kawazato,Kazunobu|Aizawa,Hiroshi",https://myanimelist.net/manga/81269/Kyousei_Hatsujou_Imouto_no_Kaihatsu_Shita_Himitsu_Dougu_de_Osananajimi_Sensei_Idol_wo
Finished,Kyonyuu Bokujou Gakuen de Milk Shibori wa Ikaga desu ka?,N/A,N/A,8,37135,1,"Ai,Mai|Kayu",https://myanimelist.net/manga/80505/Kyonyuu_Bokujou_Gakuen_de_Milk_Shibori_wa_Ikaga_desu_ka
Finished,Kaitou Rose: Anata no Heart Itadakimasu,3.00,N/A,7,37045,1,"Aotsuki,Shinobu|Utsusemi",https://myanimelist.net/manga/64027/Kaitou_Rose__Anata_no_Heart_Itadakimasu
Finished,Kemomi Mix,N/A,N/A,7,37019,1,"SASAYUKi|Kurata,Shinji",https://myanimelist.net/manga/60463/Kemomi_Mix
