status,Police,Space,mal_score,authors,Vampire,Demons,Sports,Romance,Music,Comedy,Yuri,SuperPower,SliceofLife,Harem,Josei,Fantasy,Cars,Horror,Shoujo,num_chap,Game,Adventure,ShoujoAi,GenderBender,Thriller,SciFi,Mystery,School,Kids,Magic,ShounenAi,Yaoi,genres,Drama,Samurai,mal_popularity,Historical,MartialArts,Action,Military,Parody,Seinen,Hentai,mal_ranking,title,mal_url,Shounen,Psychological,Mecha,synopsis,num_vol,Supernatural,Dementia,Ecchi,Doujinshi
Finished,0,0,N/A,"Hazawa,Kouichi|Ariko,Youichi",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,", Hentai, School, Harem",0,0,39625,0,0,0,0,0,0,1,N/A,Sensei-sama no Shiikugakari,https://myanimelist.net/manga/73333/Sensei-sama_no_Shiikugakari,0,0,0,,1,0,0,0,0
Finished,0,0,9.00,"Huei,Nazuki|Mano,Mao",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,", Action, Comedy, Romance, School, Harem, Supernatural",0,0,39796,0,0,1,0,0,0,0,24365,Sleeping Strega,https://myanimelist.net/manga/89195/Sleeping_Strega,0,0,0,,3,1,0,0,0
Finished,0,0,N/A,"Mizui,Kaou|Studio Ring|Mochizuki,Jet",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,", Hentai, School, Harem",0,0,39673,0,0,0,0,0,0,1,N/A,Spacchu! Ikaga ni Watashi ga Hakimono wo Aisuru you ni Natta no ka,https://myanimelist.net/manga/77391/Spacchu_Ikaga_ni_Watashi_ga_Hakimono_wo_Aisuru_you_ni_Natta_no_ka,0,0,0,,1,0,0,0,0
Finished,0,0,7.00,"Katagiri,Hinata|Uehara,Ryou",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,", Hentai, School, Harem",0,0,39578,0,0,0,0,0,0,1,N/A,Sengoku Gakuen Harem,https://myanimelist.net/manga/67155/Sengoku_Gakuen_Harem,0,0,0,,1,0,0,0,0
Finished,0,0,N/A,"Hazawa,Kouichi|Aizawa,Hiroshi",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,", Hentai, School, Harem",0,0,39701,0,0,0,0,0,0,1,N/A,Princess☆Senryou Gakuen,https://myanimelist.net/manga/82425/Princess☆Senryou_Gakuen,0,0,0,,1,0,0,0,0
Finished,0,0,7.00,"Uehara,Ryou|Shimizu,Naotaka",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,", Hentai, Harem",0,0,39579,0,0,0,0,0,0,1,N/A,Princess Harem: Ohimesama wa Makerarenai!,https://myanimelist.net/manga/67159/Princess_Harem__Ohimesama_wa_Makerarenai,0,0,0,,1,0,0,0,0
Finished,0,0,3.00,"Nanami,Yuuri|Yukirin",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,", Hentai, School, Harem",0,0,39584,0,0,0,0,0,0,1,N/A,Saimin♥Seitokai,https://myanimelist.net/manga/67271/Saimin♥Seitokai,0,0,0,,1,0,0,0,0
Finished,0,0,2.00,"Amakawa,Akito|Yamaguchi,Akira",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,", Hentai, Harem",0,0,39575,0,0,0,0,0,0,1,N/A,Oshikake Shimai to Kozukuri Jugyou wo Hajimemashita,https://myanimelist.net/manga/66891/Oshikake_Shimai_to_Kozukuri_Jugyou_wo_Hajimemashita,0,0,0,,1,0,0,0,0
Finished,0,0,N/A,"Ariko,Youichi|Tanuma,Junichi",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,", Hentai, School, Harem, Supernatural",0,0,39686,0,0,0,0,0,0,1,N/A,"Osananajimi ga Inma Datta node Sensei, Seitokaichou, Idol wo Sukihoudai!",https://myanimelist.net/manga/79957/Osananajimi_ga_Inma_Datta_node_Sensei_Seitokaichou_Idol_wo_Sukihoudai,0,0,0,,1,1,0,0,0
Finished,0,0,5.50,"Takahama,Tarou|Kagura,Youko",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,", Hentai, Harem, Supernatural",0,0,39515,0,0,0,0,0,0,1,N/A,Seima Change,https://myanimelist.net/manga/60539/Seima_Change,0,0,0,,1,1,0,0,0
